GEOID,NAME,total_households,renter_households,pct_renter
47139,"Polk County, Tennessee",8681,1500,0.17279115309296164
47141,"Putnam County, Tennessee",35507,12803,0.3605767876756696
47143,"Rhea County, Tennessee",15175,3379,0.222668863261944
47145,"Roane County, Tennessee",25459,4988,0.19592285635728032
47147,"Robertson County, Tennessee",28703,6439,0.2243319513639689
47149,"Rutherford County, Tennessee",131808,42612,0.3232884195193008
47151,"Scott County, Tennessee",9834,2444,0.24852552369330894
47153,"Sequatchie County, Tennessee",6915,1388,0.20072306579898772
47155,"Sevier County, Tennessee",56728,10628,0.187350162177408
47157,"Shelby County, Tennessee",401041,160329,0.3997820671701896
47159,"Smith County, Tennessee",8577,1932,0.22525358516963973
47161,"Stewart County, Tennessee",6695,934,0.13950709484690066
47163,"Sullivan County, Tennessee",75686,18555,0.24515762492402823
47165,"Sumner County, Tennessee",79481,20238,0.2546268919616009
47167,"Tipton County, Tennessee",24045,5405,0.2247868579746309
47169,"Trousdale County, Tennessee",3776,829,0.21954449152542374
47171,"Unicoi County, Tennessee",8733,2042,0.23382571853887554
47173,"Union County, Tennessee",9609,1469,0.15287751066708294
47175,"Van Buren County, Tennessee",2896,478,0.16505524861878454
47177,"Warren County, Tennessee",18164,4623,0.25451442413565295
47179,"Washington County, Tennessee",60904,19856,0.32602127939051623
47181,"Wayne County, Tennessee",7184,1134,0.15785077951002227
47183,"Weakley County, Tennessee",15002,4570,0.3046260498600187
47185,"White County, Tennessee",12020,2582,0.21480865224625623
47187,"Williamson County, Tennessee",91828,17708,0.19283878555560396
47189,"Wilson County, Tennessee",58967,12627,0.21413672053860633
48001,"Anderson County, Texas",20287,5297,0.26110316951742496
48003,"Andrews County, Texas",6976,1814,0.26003440366972475
48005,"Angelina County, Texas",36619,11203,0.3059340779376826
48007,"Aransas County, Texas",15600,2392,0.15333333333333332
48009,"Archer County, Texas",3910,531,0.13580562659846548
48011,"Armstrong County, Texas",884,91,0.10294117647058823
48013,"Atascosa County, Texas",18858,3963,0.21014953865733377
48015,"Austin County, Texas",13870,2423,0.17469358327325163
48017,"Bailey County, Texas",2456,518,0.21091205211726385
48019,"Bandera County, Texas",11463,1068,0.09316932740120387
48021,"Bastrop County, Texas",36875,7375,0.2
48023,"Baylor County, Texas",2203,473,0.21470721743077623
48025,"Bee County, Texas",10591,2798,0.2641865735058068
48027,"Bell County, Texas",148787,61133,0.41087595018381984
48029,"Bexar County, Texas",792583,301813,0.38079671151160194
48031,"Blanco County, Texas",6061,1064,0.1755485893416928
48033,"Borden County, Texas",341,57,0.16715542521994134
48035,"Bosque County, Texas",9317,1765,0.18943866051304067
48037,"Bowie County, Texas",39659,12811,0.3230288206964371
48039,"Brazoria County, Texas",142985,33015,0.23089834598034759
48041,"Brazos County, Texas",97310,45889,0.47157537765902785
48043,"Brewster County, Texas",5923,1990,0.33597838932973156
48045,"Briscoe County, Texas",925,151,0.16324324324324324
48047,"Brooks County, Texas",3665,1029,0.28076398362892224
48049,"Brown County, Texas",18946,4746,0.2505014251029241
48051,"Burleson County, Texas",9375,1613,0.17205333333333334
48053,"Burnet County, Texas",23802,3841,0.1613729938660617
48055,"Caldwell County, Texas",16517,4299,0.26027729006478173
48057,"Calhoun County, Texas",10696,1911,0.17866492146596857
48059,"Callahan County, Texas",6508,947,0.14551321450522434
48061,"Cameron County, Texas",155572,46015,0.29577944617283314
48063,"Camp County, Texas",5792,964,0.1664364640883978
48065,"Carson County, Texas",2779,367,0.13206189276718244
48067,"Cass County, Texas",13944,2532,0.18158347676419967
48069,"Castro County, Texas",3024,844,0.2791005291005291
48071,"Chambers County, Texas",17314,2564,0.14808825228139078
48073,"Cherokee County, Texas",20909,5067,0.24233583624276628
48075,"Childress County, Texas",2734,546,0.19970738844184346
48077,"Clay County, Texas",5138,782,0.15219929933826393
48079,"Cochran County, Texas",1256,312,0.2484076433121019
48081,"Coke County, Texas",2156,451,0.20918367346938777
48083,"Coleman County, Texas",4927,896,0.1818550842297544
48085,"Collin County, Texas",406932,136137,0.3345448379581847
48087,"Collingsworth County, Texas",1516,240,0.158311345646438
48089,"Colorado County, Texas",10064,1315,0.1306637519872814
48091,"Comal County, Texas",70899,15445,0.21784510359807613
48093,"Comanche County, Texas",6957,939,0.13497197067701597
48095,"Concho County, Texas",1424,157,0.11025280898876405
48097,"Cooke County, Texas",17698,5004,0.2827438128602102
48099,"Coryell County, Texas",28808,10618,0.36857817272979726
48101,"Cottle County, Texas",1069,230,0.21515434985968196
48103,"Crane County, Texas",1817,243,0.1337369290038525
48105,"Crockett County, Texas",1855,357,0.19245283018867926
48107,"Crosby County, Texas",2671,580,0.21714713590415574
48109,"Culberson County, Texas",942,152,0.1613588110403397
48111,"Dallam County, Texas",3040,661,0.21743421052631579
48113,"Dallas County, Texas",1040669,474486,0.4559432442015665
48115,"Dawson County, Texas",4892,1173,0.23977923139820115
48117,"Deaf Smith County, Texas",6983,2141,0.30660174710010024
48119,"Delta County, Texas",2435,415,0.1704312114989733
48121,"Denton County, Texas",351416,116543,0.33163828624763814
48123,"DeWitt County, Texas",9180,1931,0.21034858387799565
48125,"Dickens County, Texas",1082,109,0.10073937153419593
48127,"Dimmit County, Texas",4018,983,0.24464907914385267
48129,"Donley County, Texas",1954,328,0.16786079836233367
48131,"Duval County, Texas",4469,830,0.18572387558737974
48133,"Eastland County, Texas",9414,2161,0.22955173146377736
48135,"Ector County, Texas",66082,21278,0.321993886383584
48137,"Edwards County, Texas",1004,96,0.09561752988047809
48139,"Ellis County, Texas",69624,15840,0.22750775594622544
48141,"El Paso County, Texas",317665,108242,0.3407426062046496
48143,"Erath County, Texas",18311,5883,0.32128228933427994
48145,"Falls County, Texas",7455,1186,0.1590878604963112
48147,"Fannin County, Texas",14667,3171,0.2161996318265494
48149,"Fayette County, Texas",13198,1740,0.1318381572965601
48151,"Fisher County, Texas",2038,317,0.15554465161923453
48153,"Floyd County, Texas",2622,590,0.2250190694126621
48155,"Foard County, Texas",661,147,0.22239031770045387
48157,"Fort Bend County, Texas",282291,60176,0.21317009752347754
48159,"Franklin County, Texas",5143,753,0.14641259965000972
48161,"Freestone County, Texas",9080,1604,0.17665198237885463
48163,"Frio County, Texas",6335,1815,0.2865035516969219
48165,"Gaines County, Texas",7583,1831,0.24146116312804958
48167,"Galveston County, Texas",156803,43591,0.2779985076816132
48169,"Garza County, Texas",2242,510,0.22747546833184656
48171,"Gillespie County, Texas",14107,3330,0.23605302332175515
48173,"Glasscock County, Texas",488,158,0.3237704918032787
48175,"Goliad County, Texas",3532,471,0.13335220838052095
48177,"Gonzales County, Texas",8947,2444,0.2731641891136694
48179,"Gray County, Texas",10005,2373,0.23718140929535234
48181,"Grayson County, Texas",58923,17130,0.2907183951937274
48183,"Gregg County, Texas",53265,19026,0.35719515629400167
48185,"Grimes County, Texas",12038,2128,0.17677355042365842
48187,"Guadalupe County, Texas",65166,13411,0.20579750176472394
48189,"Hale County, Texas",13396,4208,0.3141236189907435
48191,"Hall County, Texas",1754,343,0.19555302166476624
48193,"Hamilton County, Texas",4352,523,0.12017463235294118
48195,"Hansford County, Texas",2283,434,0.19010074463425317
48197,"Hardeman County, Texas",1819,421,0.2314458493677845
48199,"Hardin County, Texas",24308,3637,0.14962152377818003
48201,"Harris County, Texas",1851489,768193,0.41490551658692004
48203,"Harrison County, Texas",29305,6499,0.22177102883466984
48205,"Hartley County, Texas",1866,330,0.17684887459807075
48207,"Haskell County, Texas",3101,628,0.20251531763947114
48209,"Hays County, Texas",94988,33211,0.3496336379332126
48211,"Hemphill County, Texas",1679,358,0.21322215604526504
48213,"Henderson County, Texas",40933,7673,0.18745266655265921
48215,"Hidalgo County, Texas",296286,82786,0.2794124595829705
48217,"Hill County, Texas",16236,3302,0.20337521557033753
48219,"Hockley County, Texas",9184,2157,0.23486498257839722
48221,"Hood County, Texas",28396,4855,0.17097478518101142
48223,"Hopkins County, Texas",15698,4126,0.26283603006752454
48225,"Houston County, Texas",10840,2284,0.21070110701107012
48227,"Howard County, Texas",13974,3993,0.28574495491627305
48229,"Hudspeth County, Texas",1143,282,0.24671916010498687
48231,"Hunt County, Texas",41050,10987,0.2676492082825822
48233,"Hutchinson County, Texas",10190,1214,0.11913640824337586
48235,"Irion County, Texas",827,76,0.09189842805320435
48237,"Jack County, Texas",3816,814,0.21331236897274633
48239,"Jackson County, Texas",7003,1360,0.19420248464943596
48241,"Jasper County, Texas",16417,2676,0.1630017664615947
48243,"Jeff Davis County, Texas",1810,117,0.06464088397790055
48245,"Jefferson County, Texas",108761,35701,0.32825185498478315
48247,"Jim Hogg County, Texas",2094,487,0.23256924546322827
48249,"Jim Wells County, Texas",16186,4140,0.2557765970591869
48251,"Johnson County, Texas",66715,15937,0.23888181068725176
48253,"Jones County, Texas",7052,1055,0.14960294951786726
48255,"Karnes County, Texas",5842,1416,0.2423827456350565
48257,"Kaufman County, Texas",51145,10834,0.21182911330530843
48259,"Kendall County, Texas",18342,3960,0.21589793915603533
48261,"Kenedy County, Texas",93,32,0.34408602150537637
48263,"Kent County, Texas",475,47,0.09894736842105263
48265,"Kerr County, Texas",25246,6453,0.25560484829279884
48267,"Kimble County, Texas",2694,356,0.1321455085374907
48269,"King County, Texas",144,48,0.3333333333333333
48271,"Kinney County, Texas",1473,276,0.18737270875763748
48273,"Kleberg County, Texas",13921,5472,0.3930752101142159
48275,"Knox County, Texas",1815,274,0.15096418732782368
48277,"Lamar County, Texas",22688,6699,0.29526622002820874
48279,"Lamb County, Texas",5899,1257,0.21308696389218512
48281,"Lampasas County, Texas",9721,1546,0.15903713609710934
48283,"La Salle County, Texas",2333,353,0.15130732961851692
48285,"Lavaca County, Texas",10468,1945,0.1858043561329767
48287,"Lee County, Texas",7886,1383,0.17537408064925183
48289,"Leon County, Texas",8987,1387,0.1543340380549683
48291,"Liberty County, Texas",33616,5562,0.1654569252736792
48293,"Limestone County, Texas",10420,2066,0.1982725527831094
48295,"Lipscomb County, Texas",1507,250,0.16589250165892502
48297,"Live Oak County, Texas",5957,1045,0.17542387107604498
48299,"Llano County, Texas",15388,2033,0.13211593449441122
48301,"Loving County, Texas",55,28,0.509090909090909
48303,"Lubbock County, Texas",133802,54041,0.4038878342625671
48305,"Lynn County, Texas",2535,568,0.22406311637080867
48307,"McCulloch County, Texas",4233,957,0.22608079376328843
48309,"McLennan County, Texas",106122,38400,0.3618476847402047
48311,"McMullen County, Texas",369,28,0.07588075880758807
48313,"Madison County, Texas",5084,1170,0.23013375295043273
48315,"Marion County, Texas",5602,899,0.16047840057122456
48317,"Martin County, Texas",2173,749,0.344684767602393
48319,"Mason County, Texas",2374,303,0.12763268744734624
48321,"Matagorda County, Texas",18674,4307,0.2306415336831959
48323,"Maverick County, Texas",20063,5702,0.2842047550216817
48325,"Medina County, Texas",19596,3102,0.15829761175750154
48327,"Menard County, Texas",1464,222,0.15163934426229508
48329,"Midland County, Texas",70203,21532,0.30671053943563664
48331,"Milam County, Texas",11564,2319,0.20053614666205466
48333,"Mills County, Texas",2653,272,0.10252544289483603
48335,"Mitchell County, Texas",3706,701,0.1891527253103076
48337,"Montague County, Texas",10281,1606,0.15621048536134619
48339,"Montgomery County, Texas",242656,61216,0.2522748252670447
48341,"Moore County, Texas",8184,2452,0.29960899315738027
48343,"Morris County, Texas",5815,1292,0.22218400687876183
48345,"Motley County, Texas",718,111,0.15459610027855153
48347,"Nacogdoches County, Texas",28903,10185,0.35238556551223055
48349,"Navarro County, Texas",21429,5801,0.27070791917494985
48351,"Newton County, Texas",6457,929,0.1438748644881524
48353,"Nolan County, Texas",7118,1959,0.27521775779713403
48355,"Nueces County, Texas",151836,52847,0.34805316262282987
48357,"Ochiltree County, Texas",4327,1087,0.25121331176334644
48359,"Oldham County, Texas",791,179,0.22629582806573956
48361,"Orange County, Texas",37422,7771,0.20765859654748545
48363,"Palo Pinto County, Texas",15138,2973,0.19639318271898534
48365,"Panola County, Texas",10784,1569,0.1454933234421365
48367,"Parker County, Texas",57477,9495,0.16519651338796387
48369,"Parmer County, Texas",3755,923,0.24580559254327564
48371,"Pecos County, Texas",5818,1490,0.2561017531797869
48373,"Polk County, Texas",25087,3974,0.15840873759317575
48375,"Potter County, Texas",48952,18920,0.38650106226507597
48377,"Presidio County, Texas",3396,592,0.17432273262661954
48379,"Rains County, Texas",5811,944,0.16245052486663225
48381,"Randall County, Texas",60525,16776,0.2771747211895911
48383,"Reagan County, Texas",1325,355,0.2679245283018868
48385,"Real County, Texas",1817,256,0.14089157952669235
48387,"Red River County, Texas",6195,1165,0.1880548829701372
48389,"Reeves County, Texas",5064,1028,0.20300157977883096
48391,"Refugio County, Texas",3311,541,0.16339474479009364
48393,"Roberts County, Texas",397,43,0.10831234256926953
48395,"Robertson County, Texas",8494,1563,0.18401224393689664
48397,"Rockwall County, Texas",39281,6378,0.16236857513810748
48399,"Runnels County, Texas",5008,873,0.17432108626198084
48401,"Rusk County, Texas",21188,3708,0.17500471965263356
48403,"Sabine County, Texas",7634,678,0.0888132040869793
48405,"San Augustine County, Texas",4791,839,0.17512001669797536
48407,"San Jacinto County, Texas",14041,1710,0.12178619756427606
48409,"San Patricio County, Texas",29551,7691,0.2602619200703868
48411,"San Saba County, Texas",2855,482,0.16882661996497372
48413,"Schleicher County, Texas",1296,142,0.1095679012345679
48415,"Scurry County, Texas",6908,1090,0.15778807180081064
48417,"Shackelford County, Texas",1583,251,0.15855969677826912
48419,"Shelby County, Texas",11500,2232,0.19408695652173913
48421,"Sherman County, Texas",1115,189,0.16950672645739912
48423,"Smith County, Texas",97561,25423,0.2605856848535788
48425,"Somervell County, Texas",3933,596,0.15153826595474193
48427,"Starr County, Texas",22828,5106,0.22367268267040477
48429,"Stephens County, Texas",4677,728,0.15565533461620698
48431,"Sterling County, Texas",521,55,0.10556621880998081
48433,"Stonewall County, Texas",706,76,0.10764872521246459
48435,"Sutton County, Texas",1641,387,0.23583180987202926
48437,"Swisher County, Texas",3042,753,0.24753451676528598
48439,"Tarrant County, Texas",812186,304420,0.3748156210523205
48441,"Taylor County, Texas",60980,22242,0.3647425385372253
48443,"Terrell County, Texas",659,38,0.057663125948406675
48445,"Terry County, Texas",4789,1426,0.29776571309250366
48447,"Throckmorton County, Texas",924,190,0.20562770562770563
48449,"Titus County, Texas",12059,3577,0.29662492744008623
48451,"Tom Green County, Texas",51487,14778,0.28702390894788976
48453,"Travis County, Texas",571625,253526,0.44351804067351847
48455,"Trinity County, Texas",8256,1404,0.17005813953488372
48457,"Tyler County, Texas",9516,1318,0.13850357292980245
48459,"Upshur County, Texas",17383,3247,0.18679169303342347
48461,"Upton County, Texas",1676,312,0.18615751789976134
48463,"Uvalde County, Texas",10108,2670,0.2641472101305896
48465,"Val Verde County, Texas",18551,5668,0.3055360896986685
48467,"Van Zandt County, Texas",25484,4542,0.1782294773191022
48469,"Victoria County, Texas",38974,11259,0.28888489762405706
48471,"Walker County, Texas",28801,11099,0.385368563591542
48473,"Waller County, Texas",19537,5432,0.2780365460408456
48475,"Ward County, Texas",5124,834,0.16276346604215455
48477,"Washington County, Texas",17083,3839,0.2247263361236317
48479,"Webb County, Texas",85296,28570,0.33495122866253985
48481,"Wharton County, Texas",17416,5036,0.28915939366100135
48483,"Wheeler County, Texas",2612,505,0.19333843797856048
48485,"Wichita County, Texas",55602,19151,0.34443005647278874
48487,"Wilbarger County, Texas",5861,1891,0.32264118751066373
48489,"Willacy County, Texas",6820,1671,0.24501466275659825
48491,"Williamson County, Texas",240082,74338,0.30963587440957674
48493,"Wilson County, Texas",19017,2494,0.13114581690066782
48495,"Winkler County, Texas",3210,446,0.13894080996884736
48497,"Wise County, Texas",26786,4419,0.1649742402747704
48499,"Wood County, Texas",22123,3478,0.15721195136283506
48501,"Yoakum County, Texas",3009,896,0.2977733466267863
48503,"Young County, Texas",8554,1992,0.23287350946925414
48505,"Zapata County, Texas",6183,1167,0.18874332848131975
48507,"Zavala County, Texas",3956,942,0.23811931243680484
49001,"Beaver County, Utah",2904,447,0.15392561983471073
49003,"Box Elder County, Utah",19788,4441,0.22442894683646655
49005,"Cache County, Utah",44260,14970,0.33822864889290555
49007,"Carbon County, Utah",9623,2643,0.27465447365686374
49009,"Daggett County, Utah",1147,38,0.03312990409764603
49011,"Davis County, Utah",116139,25005,0.2153023532146824
49013,"Duchesne County, Utah",8873,1469,0.1655584357038206
49015,"Emery County, Utah",4100,749,0.1826829268292683
49017,"Garfield County, Utah",3564,524,0.14702581369248036
49019,"Grand County, Utah",5248,1429,0.27229420731707316
49021,"Iron County, Utah",22028,5952,0.2702015616488106
49023,"Juab County, Utah",3859,732,0.18968644726613113
49025,"Kane County, Utah",6109,711,0.11638566050090031
49027,"Millard County, Utah",4942,1004,0.20315661675435046
49029,"Morgan County, Utah",3750,458,0.12213333333333333
49031,"Piute County, Utah",893,51,0.05711086226203808
49033,"Rich County, Utah",3091,160,0.0517631834357813
49035,"Salt Lake County, Utah",430705,133934,0.31096458132596555
49037,"San Juan County, Utah",5552,903,0.16264409221902018
49039,"Sanpete County, Utah",10320,1911,0.18517441860465117
49041,"Sevier County, Utah",8596,1511,0.17577943229409027
49043,"Summit County, Utah",25959,2597,0.10004237451365615
49045,"Tooele County, Utah",23365,3957,0.16935587417076825
49047,"Uintah County, Utah",13689,3037,0.22185696544670905
49049,"Utah County, Utah",195342,58803,0.30102589304911387
49051,"Wasatch County, Utah",14746,2578,0.17482707174827072
49053,"Washington County, Utah",75758,17674,0.23329549354523615
49055,"Wayne County, Utah",1690,230,0.13609467455621302
49057,"Weber County, Utah",96614,23249,0.2406380027739251
50001,"Addison County, Vermont",17455,2961,0.16963620739043253
50003,"Bennington County, Vermont",20857,3743,0.17946013328858418
50005,"Caledonia County, Vermont",16037,2928,0.18257778886325374
50007,"Chittenden County, Vermont",73209,25385,0.346746984660356
50009,"Essex County, Vermont",4905,436,0.08888888888888889
50011,"Franklin County, Vermont",22714,4268,0.187901734613014
50013,"Grand Isle County, Vermont",5264,308,0.05851063829787234
50015,"Lamoille County, Vermont",13946,2963,0.21246235479707443
50017,"Orange County, Vermont",14998,2229,0.1486198159754634
50019,"Orleans County, Vermont",16499,2300,0.13940238802351657
50021,"Rutland County, Vermont",33906,7020,0.2070430012387188
50023,"Washington County, Vermont",30697,6881,0.22415871257777634
50025,"Windham County, Vermont",29978,5472,0.1825338581626526
50027,"Windsor County, Vermont",34673,5742,0.16560436074178755
51001,"Accomack County, Virginia",21769,4722,0.21691396021865955
51003,"Albemarle County, Virginia",47496,14427,0.30375189489641236
51005,"Alleghany County, Virginia",7938,1059,0.13340891912320485
51007,"Amelia County, Virginia",5726,820,0.14320642682500873
51009,"Amherst County, Virginia",14244,3065,0.21517832069643358
51011,"Appomattox County, Virginia",7338,1452,0.19787408013082583
51013,"Arlington County, Virginia",119247,64045,0.537078500926648
51015,"Augusta County, Virginia",32675,6393,0.1956541698546289
51017,"Bath County, Virginia",3346,550,0.1643753735803945
51019,"Bedford County, Virginia",37302,5120,0.13725805586831805
51021,"Bland County, Virginia",3200,331,0.1034375
51023,"Botetourt County, Virginia",14932,1718,0.11505491561746585
51025,"Brunswick County, Virginia",7940,1651,0.2079345088161209
51027,"Buchanan County, Virginia",10402,1377,0.1323783887713901
51029,"Buckingham County, Virginia",7184,1446,0.20128062360801782
51031,"Campbell County, Virginia",25285,5802,0.22946410915562587
51033,"Caroline County, Virginia",12511,2084,0.1665734153944529
51035,"Carroll County, Virginia",16633,2619,0.1574580652918896
51036,"Charles City County, Virginia",3252,446,0.13714637146371464
51037,"Charlotte County, Virginia",5985,1403,0.23441938178780283
51041,"Chesterfield County, Virginia",139584,30313,0.21716672397982575
51043,"Clarke County, Virginia",6398,1241,0.19396686464520163
51045,"Craig County, Virginia",2466,345,0.13990267639902676
51047,"Culpeper County, Virginia",19285,4683,0.24283121597096188
51049,"Cumberland County, Virginia",4658,909,0.19514813224559896
51051,"Dickenson County, Virginia",7367,1262,0.17130446586127324
51053,"Dinwiddie County, Virginia",11837,2238,0.18906817605812284
51057,"Essex County, Virginia",5768,1474,0.2555478502080444
51059,"Fairfax County, Virginia",426970,129196,0.30258800384101925
51061,"Fauquier County, Virginia",28218,5853,0.2074207952370827
51063,"Floyd County, Virginia",7947,913,0.1148861205486347
51065,"Fluvanna County, Virginia",11183,1181,0.1056067244925333
51067,"Franklin County, Virginia",28305,4415,0.15597950892068538
51069,"Frederick County, Virginia",35963,7561,0.21024386174679532
51071,"Giles County, Virginia",8309,1529,0.18401733060536768
51073,"Gloucester County, Virginia",17064,3103,0.18184481950304734
51075,"Goochland County, Virginia",10623,1516,0.14270921585239574
51077,"Grayson County, Virginia",8948,1179,0.13176128743853374
51079,"Greene County, Virginia",8555,1672,0.19544126241963763
51081,"Greensville County, Virginia",4013,977,0.2434587590331423
51083,"Halifax County, Virginia",17384,3693,0.21243672342383801
51085,"Hanover County, Virginia",43331,7023,0.16207795804389466
51087,"Henrico County, Virginia",141349,47524,0.33621744759425254
51089,"Henry County, Virginia",25475,5470,0.21472031403336606
51091,"Highland County, Virginia",1814,138,0.07607497243660419
51093,"Isle of Wight County, Virginia",16551,3295,0.1990816264878255
51095,"James City County, Virginia",34104,6870,0.2014426460239268
51097,"King and Queen County, Virginia",3464,631,0.1821593533487298
51099,"King George County, Virginia",10391,2412,0.2321239534212299
51101,"King William County, Virginia",7470,958,0.1282463186077644
51103,"Lancaster County, Virginia",7452,933,0.1252012882447665
51105,"Lee County, Virginia",10906,2318,0.21254355400696864
51107,"Loudoun County, Virginia",142270,31274,0.21982146622618964
51109,"Louisa County, Virginia",17707,2950,0.16660077935279832
51111,"Lunenburg County, Virginia",5886,1378,0.2341148487937479
51113,"Madison County, Virginia",6064,1105,0.18222295514511874
51115,"Mathews County, Virginia",5478,605,0.11044176706827309
51117,"Mecklenburg County, Virginia",19063,3797,0.19918166080889682
51119,"Middlesex County, Virginia",7127,738,0.10354988073523222
51121,"Montgomery County, Virginia",41660,16248,0.3900144023043687
51125,"Nelson County, Virginia",9919,1285,0.12954934973283597
51127,"New Kent County, Virginia",9188,664,0.07226817588158467
51131,"Northampton County, Virginia",7412,1907,0.25728548300053966
51133,"Northumberland County, Virginia",8989,577,0.06418956502391812
51135,"Nottoway County, Virginia",6658,1554,0.23340342445178733
51137,"Orange County, Virginia",15700,3101,0.19751592356687897
51139,"Page County, Virginia",11784,2651,0.2249660556687033
51141,"Patrick County, Virginia",10007,1639,0.16378535025482163
51143,"Pittsylvania County, Virginia",29526,5536,0.18749576644313487
51145,"Powhatan County, Virginia",11619,978,0.08417247611670539
51147,"Prince Edward County, Virginia",9153,2896,0.31639899486507156
51149,"Prince George County, Virginia",13344,3726,0.27922661870503596
51153,"Prince William County, Virginia",158642,39458,0.2487235410547018
51155,"Pulaski County, Virginia",17031,4298,0.25236333744348544
51157,"Rappahannock County, Virginia",3850,718,0.1864935064935065
51159,"Richmond County, Virginia",3944,890,0.22565922920892495
51161,"Roanoke County, Virginia",42135,9514,0.22579803014121277
51163,"Rockbridge County, Virginia",11283,2042,0.1809802357529026
51165,"Rockingham County, Virginia",35692,7827,0.21929283873136837
51167,"Russell County, Virginia",12814,2626,0.20493210550959887
51169,"Scott County, Virginia",11793,1897,0.16085813618248113
51171,"Shenandoah County, Virginia",21195,4777,0.22538334512856806
51173,"Smyth County, Virginia",15125,3992,0.2639338842975207
51175,"Southampton County, Virginia",7737,1576,0.20369652320020679
51177,"Spotsylvania County, Virginia",52516,10431,0.19862518089725037
51179,"Stafford County, Virginia",52961,10269,0.19389739619720173
51181,"Surry County, Virginia",3419,606,0.17724480842351564
51183,"Sussex County, Virginia",4665,1130,0.2422293676312969
51185,"Tazewell County, Virginia",19866,4324,0.2176583106815665
51187,"Warren County, Virginia",16794,3935,0.23430987257353816
51191,"Washington County, Virginia",25509,5465,0.21423811203888823
51193,"Westmoreland County, Virginia",11176,1835,0.16419112383679313
51195,"Wise County, Virginia",16723,4170,0.24935717275608443
51197,"Wythe County, Virginia",14040,3070,0.21866096866096865
51199,"York County, Virginia",27905,7207,0.2582691273965239
51510,"Alexandria city, Virginia",80253,42885,0.5343725468206796
51520,"Bristol city, Virginia",8671,2703,0.31172875100911085
51530,"Buena Vista city, Virginia",2941,1122,0.3815028901734104
51540,"Charlottesville city, Virginia",21425,11249,0.5250408401400234
51550,"Chesapeake city, Virginia",95076,24380,0.2564264377971307
51570,"Colonial Heights city, Virginia",8123,2555,0.31453896343715376
51580,"Covington city, Virginia",3049,620,0.20334535913414234
51590,"Danville city, Virginia",22291,9474,0.425014579875286
51595,"Emporia city, Virginia",2810,1346,0.4790035587188612
51600,"Fairfax city, Virginia",9323,2898,0.31084414887911616
51610,"Falls Church city, Virginia",6127,2549,0.41602741961808387
51620,"Franklin city, Virginia",3892,1486,0.381808838643371
51630,"Fredericksburg city, Virginia",12118,6940,0.5727017659679815
51640,"Galax city, Virginia",3169,771,0.24329441464184284
51650,"Hampton city, Virginia",62372,25528,0.409286218174822
51660,"Harrisonburg city, Virginia",18599,10608,0.5703532447981075
51670,"Hopewell city, Virginia",10415,4341,0.41680268843014884
51678,"Lexington city, Virginia",2525,940,0.3722772277227723
51680,"Lynchburg city, Virginia",33821,14826,0.43836669524851424
51683,"Manassas city, Virginia",14345,3604,0.2512373649355176
51685,"Manassas Park city, Virginia",5493,1910,0.3477152739850719
51690,"Martinsville city, Virginia",7042,2559,0.3633910820789548
51700,"Newport News city, Virginia",81681,39534,0.48400484812869576
51710,"Norfolk city, Virginia",101710,51796,0.5092517943171763
51720,"Norton city, Virginia",1864,748,0.4012875536480687
51730,"Petersburg city, Virginia",17941,9200,0.512791929100942
51735,"Poquoson city, Virginia",4927,835,0.16947432514714836
51740,"Portsmouth city, Virginia",43096,17123,0.397322257286059
51750,"Radford city, Virginia",6450,2967,0.46
51760,"Richmond city, Virginia",111524,57449,0.5151267888526236
51770,"Roanoke city, Virginia",48726,20498,0.420678898329434
51775,"Salem city, Virginia",11096,3619,0.32615356885364094
51790,"Staunton city, Virginia",12293,4483,0.3646790856585048
51800,"Suffolk city, Virginia",38847,10734,0.2763147733415708
51810,"Virginia Beach city, Virginia",189951,63422,0.33388610746982117
51820,"Waynesboro city, Virginia",10288,4068,0.3954121306376361
51830,"Williamsburg city, Virginia",5732,2398,0.41835310537334264
51840,"Winchester city, Virginia",12353,6288,0.5090261474945358
53001,"Adams County, Washington",6774,2212,0.3265426631237083
53003,"Asotin County, Washington",10109,2640,0.2611534276387378
53005,"Benton County, Washington",80421,24125,0.2999838350679549
53007,"Chelan County, Washington",37581,11116,0.2957877650940635
53009,"Clallam County, Washington",37994,9234,0.2430383744801811
53011,"Clark County, Washington",196557,62839,0.31969861159867113
53013,"Columbia County, Washington",2196,450,0.20491803278688525
53015,"Cowlitz County, Washington",45540,14503,0.31846728151075976
53017,"Douglas County, Washington",17438,4654,0.2668884046335589
53019,"Ferry County, Washington",4100,721,0.17585365853658536
53021,"Franklin County, Washington",29806,8526,0.2860497886331611
53023,"Garfield County, Washington",1202,227,0.18885191347753744
53025,"Grant County, Washington",38851,11861,0.3052945870119173
53027,"Grays Harbor County, Washington",36204,8497,0.2346978234449232
53029,"Island County, Washington",42098,9291,0.22069932063280917
53031,"Jefferson County, Washington",19148,3112,0.16252350114894507
53033,"King County, Washington",972821,401313,0.41252501744925324
53035,"Kitsap County, Washington",113930,31981,0.28070745194417623
53037,"Kittitas County, Washington",23918,7402,0.3094740362906597
53039,"Klickitat County, Washington",10602,2405,0.2268439916996793
53041,"Lewis County, Washington",35604,8525,0.23943938883271543
53043,"Lincoln County, Washington",5785,1004,0.173552290406223
53045,"Mason County, Washington",33461,5305,0.1585427811482024
53047,"Okanogan County, Washington",21917,5138,0.23442989460236346
