"pha_code","pha_name","year","total_vouchers","under_lease","issued_not_leased","port_in","unp","rnp","hap_total","success_rate","utilization_rate","reserve_balance","cost_per_voucher","port_in_rate"
"AR020","Little River County Housing Authority","2024",45,44.3333333333333,2.16666666666667,0,32432.8333333333,3019.66666666667,17629.5833333333,0.953405017921147,0.985185185185185,35452.5,397.65977443609,0
"AR020","Little River County Housing Authority","2025",49.3333333333333,49,0,0,-612.666666666667,28001.6666666667,18686.6666666667,1,0.993243243243243,27389,381.360544217687,0
"AR024","West Memphis Housing Authority","2022",439.916666666667,439.75,35.5,1.91666666666667,607978.666666667,9153.16666666667,164412.25,0.925302472382956,0.999621140367494,617131.833333333,373.876634451393,0.0043585370475649
"AR024","West Memphis Housing Authority","2023",451.916666666667,452.916666666667,50.25,1.5,598077.5,-45224,196221.166666667,0.900132494203379,1.00221279734464,552853.5,433.239006439742,0.00331186752529899
"AR024","West Memphis Housing Authority","2024",458.75,462.333333333333,36.1666666666667,1.58333333333333,694023.333333333,-5916.75,213820.25,0.92744901370779,1.0078110808356,688106.583333333,462.480713770728,0.00342465753424658
"AR024","West Memphis Housing Authority","2025",482,486,19.6666666666667,0,-22900,782684,231626.666666667,0.961107448912327,1.00829875518672,759784,476.598079561042,0
"AR031","Hot Springs Housing Authority","2022",862.5,874.25,104.666666666667,0.916666666666667,338029.75,116504.416666667,340748.083333333,0.893079084021452,1.0136231884058,454534.166666667,389.760461347822,0.00104851777714231
"AR031","Hot Springs Housing Authority","2023",891.583333333333,903.666666666667,76.25,1.83333333333333,430745.416666667,-29053,386612.166666667,0.922187260821498,1.01355266847369,401692.416666667,427.826078937661,0.00202877167097012
"AR031","Hot Springs Housing Authority","2024",931.75,940.5,73.9166666666667,1.16666666666667,510410.916666667,-29853.0833333333,473646.166666667,0.927133820750842,1.00939093104374,480557.833333333,503.611022505759,0.00124047492468545
"AR031","Hot Springs Housing Authority","2025",925,927.333333333333,15.6666666666667,2,-24677.3333333333,518244.333333333,502863.333333333,0.983386355602687,1.00252252252252,493567,542.268152408339,0.00215672178289001
"AR033","Logan County Housing Authority","2022",134.083333333333,134,6.66666666666667,0,68297,767.333333333333,43572.25,0.95260663507109,0.999378495960224,69064.3333333333,325.166044776119,0
"AR033","Logan County Housing Authority","2023",134.833333333333,131.75,0,0,96329.6666666667,-10934,48525.8333333333,1,0.977132262051916,85395.6666666667,368.31752055661,0
"AR033","Logan County Housing Authority","2024",143,139.833333333333,0,0,128808.916666667,-15622.6666666667,55364.1666666667,1,0.977855477855478,113186.25,395.929678188319,0
"AR033","Logan County Housing Authority","2025",128.666666666667,128.666666666667,0,0,6824.66666666667,121963,51950.3333333333,1,1,128787.666666667,403.759067357513,0
"AR034","Trumann Housing Authority","2022",141.666666666667,142.833333333333,0.25,0.416666666666667,519178.666666667,584.25,45614.0833333333,0.998252766453116,1.00823529411765,519762.916666667,319.351808634772,0.0029171528588098
"AR034","Trumann Housing Authority","2023",145.583333333333,148.166666666667,0,0,504418.833333333,-114.666666666667,49635.9166666667,1,1.01774470520893,504304.166666667,335.000562429696,0
"AR034","Trumann Housing Authority","2024",146,148.25,0,0,509803.333333333,5541.16666666667,51633.6666666667,1,1.01541095890411,515344.5,348.287802136031,0
"AR034","Trumann Housing Authority","2025",139,141,0,0,5896.33333333333,554662.333333333,53652,1,1.01438848920863,560558.666666667,380.510638297872,0
"AR035","Searcy Housing Authority","2022",138.083333333333,136.833333333333,15.6666666666667,2.58333333333333,128724.083333333,46767.8333333333,43313,0.897267759562842,0.990947495473748,175491.916666667,316.538367844093,0.0188794153471376
"AR035","Searcy Housing Authority","2023",156.75,155.25,17.0833333333333,0.833333333333333,181031.25,-7121.33333333333,51036,0.900870406189555,0.990430622009569,173909.916666667,328.734299516908,0.00536768652710682
"AR035","Searcy Housing Authority","2024",154.416666666667,155.5,3.08333333333333,2.08333333333333,250983.833333333,-4827.83333333333,59121.9166666667,0.980557015239096,1.00701565029682,246156,380.20525187567,0.0133976420150054
"AR035","Searcy Housing Authority","2025",151,151,0,4.33333333333333,66910.6666666667,199592.333333333,59694.6666666667,1,1,266503,395.328918322296,0.0286975717439294
"AR037","Housing Authority of the City of Prescott","2022",58.1666666666667,57.75,7,0,83001.0833333333,15192.8333333333,22411.5,0.891891891891892,0.992836676217765,98193.9166666667,388.077922077922,0
"AR037","Housing Authority of the City of Prescott","2023",60.5833333333333,60.5,7.08333333333333,0,97069.5,6598.33333333333,26628.4166666667,0.895191122071517,0.998624484181568,103667.833333333,440.1391184573,0
"AR037","Housing Authority of the City of Prescott","2024",50.25,48.0833333333333,6.41666666666667,0,104484.916666667,7391.58333333333,24657.5833333333,0.882262996941896,0.956882255389718,111876.5,512.809358752166,0
"AR037","Housing Authority of the City of Prescott","2025",46.3333333333333,46,8.33333333333333,0,110989.333333333,110118,19834.6666666667,0.846625766871166,0.992805755395683,221107.333333333,431.188405797101,0
"AR039","Wynne Housing Authority","2022",143.916666666667,145.166666666667,52.5833333333333,0.0833333333333333,63463.5833333333,22359.75,58932.4166666667,0.73409186683523,1.00868558193399,85823.3333333333,405.96383467279,0.000574052812858783
"AR039","Wynne Housing Authority","2023",108.75,109.5,56.75,0,58292.6666666667,53358.5,45571.6666666667,0.658646616541353,1.00689655172414,111651.166666667,416.179604261796,0
"AR039","Wynne Housing Authority","2024",100.416666666667,97.8333333333333,36.25,0,28225.0833333333,30999.0833333333,42727.5833333333,0.729645742697328,0.974273858921162,59224.1666666667,436.738500851789,0
"AR039","Wynne Housing Authority","2025",107,108,47.6666666666667,0,-2015.66666666667,13301.3333333333,50306,0.693790149892934,1.00934579439252,11285.6666666667,465.796296296296,0
"AR041","Lonoke County Housing Authority","2022",503.416666666667,507.166666666667,81.9166666666667,1.08333333333333,169806.25,63233.5833333333,186958.166666667,0.86094214174565,1.00744909783148,233039.833333333,368.632599408478,0.00213604995070654
"AR041","Lonoke County Housing Authority","2023",549.083333333333,554.916666666667,78.4166666666667,2.08333333333333,240716.75,-11217.1666666667,235795.583333333,0.876184210526316,1.0106237668842,229499.583333333,424.920708815137,0.00375431746508485
"AR041","Lonoke County Housing Authority","2024",563.25,567.75,45.8333333333333,4.91666666666667,381215.666666667,5602,270961,0.925302186608719,1.00798934753662,386817.666666667,477.254073095553,0.00865991486863349
"AR041","Lonoke County Housing Authority","2025",626.333333333333,632.333333333333,43,5.66666666666667,-138821.333333333,375718.666666667,330334,0.936327739387957,1.00957956359766,236897.333333333,522.404849762783,0.00896151818661044
"AR042","Star City Housing Authority","2022",26.9166666666667,26.5833333333333,8.08333333333333,0,36458.4166666667,3616.58333333333,6809.83333333333,0.766826923076923,0.987616099071207,40075,256.169278996865,0
"AR042","Star City Housing Authority","2023",23.9166666666667,23.6666666666667,8.91666666666667,0,45586.25,-1853.66666666667,6786,0.726342710997442,0.989547038327526,43732.5833333333,286.732394366197,0
"AR042","Star City Housing Authority","2024",20.8333333333333,20.6666666666667,11,0,54060.25,-997.083333333333,5883.91666666667,0.652631578947368,0.992,53063.1666666667,284.70564516129,0
"AR042","Star City Housing Authority","2025",17,17,11.6666666666667,0,1922,58319,5072,0.593023255813954,1,60241,298.352941176471,0
"AR045","Pike County Housing Authority","2022",132.75,134.5,5.08333333333333,0,73088.9166666667,14.4166666666667,45893.5833333333,0.963582089552239,1.01318267419962,73103.3333333333,341.216232961586,0
"AR045","Pike County Housing Authority","2023",137.75,138.416666666667,0.833333333333333,0,84568.8333333333,5264.41666666667,50215.4166666667,0.994015559545183,1.00483968542045,89833.25,362.784467188441,0
"AR045","Pike County Housing Authority","2024",140.916666666667,141.25,2.33333333333333,0,86182.3333333333,1932,52719.9166666667,0.983749274521184,1.00236546422235,88114.3333333333,373.238348082596,0
"AR045","Pike County Housing Authority","2025",137.333333333333,137.333333333333,0.666666666666667,0,8337.66666666667,82080.3333333333,53945.6666666667,0.995169082125604,1,90418,392.808252427184,0
"AR052","Clarendon Housing Authority","2022",17.5833333333333,17.5833333333333,0.5,0,20117.75,3446.41666666667,7077,0.972350230414747,1,23564.1666666667,402.483412322275,0
"AR052","Clarendon Housing Authority","2023",22.25,22.3333333333333,1.5,0,26681.9166666667,-11565.0833333333,8974.5,0.937062937062937,1.00374531835206,15116.8333333333,401.84328358209,0
"AR052","Clarendon Housing Authority","2024",23.1666666666667,23.3333333333333,3.16666666666667,0,34649.8333333333,-20048.6666666667,10539.1666666667,0.880503144654088,1.00719424460432,14601.1666666667,451.678571428571,0
"AR052","Clarendon Housing Authority","2025",24,24,5,0,-23298.3333333333,48760.6666666667,11318.3333333333,0.827586206896552,1,25462.3333333333,471.597222222222,0
"AR066","Russellville Housing Authority","2022",114.916666666667,116.5,19.5833333333333,1,76454.25,17767.9166666667,30853.5833333333,0.856093080220453,1.01377810007252,94222.1666666667,264.837625178827,0.00858369098712446
"AR066","Russellville Housing Authority","2023",131.916666666667,134.5,23.6666666666667,1,68690.5,-409.75,39800.9166666667,0.850368809272919,1.01958307012003,68280.75,295.917596034696,0.00743494423791822
"AR066","Russellville Housing Authority","2024",148.166666666667,149.416666666667,6.66666666666667,1,88371.8333333333,-5946.5,54494.1666666667,0.9572877736252,1.00843644544432,82425.3333333333,364.712771890686,0.00669269380925823
"AR066","Russellville Housing Authority","2025",139,139,1,1,8418,103846,56320.3333333333,0.992857142857143,1,112264,405.182254196643,0.00719424460431655
"AR068","Hope Housing Authority","2022",99.0833333333333,99.0833333333333,6.91666666666667,0,40321.9166666667,6848.25,25097.9166666667,0.934748427672956,1,47170.1666666667,253.301093355761,0
"AR068","Hope Housing Authority","2023",92.4166666666667,92.6666666666667,24.3333333333333,0,60582.25,-5400.83333333333,29224.8333333333,0.792022792022792,1.00270513976555,55181.4166666667,315.375899280576,0
"AR068","Hope Housing Authority","2024",110.583333333333,111.833333333333,16.5,0,56368.8333333333,-35240.6666666667,45757.1666666667,0.871428571428572,1.01130369253956,21128.1666666667,409.154992548435,0
"AR068","Hope Housing Authority","2025",98,100.666666666667,0,0,-53931.3333333333,86998,48747.3333333333,1,1.02721088435374,33066.6666666667,484.245033112583,0
"AR082","Warren Housing Authority","2022",46.8333333333333,46.4166666666667,8.41666666666667,0.25,61916.25,8878.41666666667,11775,0.846504559270517,0.991103202846975,70794.6666666667,253.680430879713,0.00538599640933573
"AR082","Warren Housing Authority","2023",43.6666666666667,44.6666666666667,22.8333333333333,0,68041.5,8197.33333333333,12909.8333333333,0.661728395061728,1.02290076335878,76238.8333333333,289.026119402985,0
"AR082","Warren Housing Authority","2024",46.0833333333333,46.4166666666667,3.33333333333333,1.08333333333333,75030.0833333333,-8817.58333333333,17259.1666666667,0.932998324958124,1.00723327305606,66212.5,371.831238779174,0.0233393177737881
"AR082","Warren Housing Authority","2025",45,45,0,1.33333333333333,4734.66666666667,77714,17470.3333333333,1,1,82448.6666666667,388.22962962963,0.0296296296296296
"AR104","Springdale Housing Authority","2022",138.75,140.083333333333,13.1666666666667,6,256612.166666667,-27771,63334.5833333333,0.914083741163676,1.00960960960961,228841.166666667,452.120761451517,0.0428316478286734
"AR104","Springdale Housing Authority","2023",136.333333333333,137.833333333333,20,3.91666666666667,295526.75,691.25,69146.25,0.873284054910243,1.01100244498778,296218,501.665659008464,0.028415961305925
"AR104","Springdale Housing Authority","2024",141.916666666667,142.25,4,9.33333333333333,307709.166666667,-2123.58333333333,80531.9166666667,0.972649572649573,1.00234879624193,305585.583333333,566.129466900996,0.0656121851200937
"AR104","Springdale Housing Authority","2025",136.333333333333,136.666666666667,2,9,22250.6666666667,311770,83371.3333333333,0.985576923076923,1.00244498777506,334020.666666667,610.034146341463,0.0658536585365854
"AR117","Polk County Housing Authority","2022",48.3333333333333,48.4166666666667,8.25,0,22742.75,7039.25,12921.1666666667,0.854411764705882,1.00172413793103,29782,266.874354561102,0
"AR117","Polk County Housing Authority","2023",51.75,52.3333333333333,17.75,0,27308.9166666667,3798.83333333333,16709.1666666667,0.746730083234245,1.01127214170692,31107.75,319.283439490446,0
"AR117","Polk County Housing Authority","2024",56.9166666666667,56.9166666666667,6.25,0,32156.9166666667,9440.33333333333,20375.3333333333,0.901055408970976,1,41597.25,357.985358711567,0
"AR117","Polk County Housing Authority","2025",53.6666666666667,56.3333333333333,21,0,6328.66666666667,40463.6666666667,20313.6666666667,0.728448275862069,1.04968944099379,46792.3333333333,360.597633136095,0
"AR121","Paragould Housing Authority","2022",505,459.083333333333,83.3333333333333,0.833333333333333,-111355.833333333,107243,191375.5,0.846366569365494,0.909075907590759,-4112.83333333333,416.864403703031,0.0018152114721365
"AR121","Paragould Housing Authority","2023",572.916666666667,531.416666666667,66.1666666666667,1.91666666666667,-64513.25,23052.3333333333,254529.166666667,0.889276251568819,0.927563636363636,-41460.9166666667,478.963462443155,0.00360671161988396
"AR121","Paragould Housing Authority","2024",569.916666666667,576.25,61.9166666666667,3.83333333333333,-54473.9166666667,202867,272632.25,0.902977278662836,1.01111273578008,148393.083333333,473.11453362256,0.00665220535068691
"AR121","Paragould Housing Authority","2025",579.666666666667,587.666666666667,30,6.33333333333333,115943,-90994.3333333333,308564.333333333,0.951430113329736,1.01380103507763,24948.6666666667,525.066931366988,0.0107770845150312
"AR131","Jonesboro Urban Renewal HA","2022",1247.33333333333,1266.66666666667,17.5833333333333,0,543192.083333333,89953.3333333333,693250.916666667,0.986308480955162,1.01549973276323,633145.416666667,547.303355263158,0
"AR131","Jonesboro Urban Renewal HA","2023",1243.41666666667,1261.58333333333,23.5,0,198567.333333333,-23088.8333333333,759220.916666667,0.981713248168082,1.01461028081228,175478.5,601.800052843649,0
"AR131","Jonesboro Urban Renewal HA","2024",1265.25,1286.08333333333,26.9166666666667,5.91666666666667,184759.666666667,-3618.33333333333,859916.166666667,0.979499873064229,1.01646578410064,181141.333333333,668.631763105035,0.00460053132897039
"AR131","Jonesboro Urban Renewal HA","2025",1211,1226.66666666667,37,25,286660.666666667,237014.333333333,837128,0.970720126615669,1.01293696669419,523675,682.441304347826,0.0203804347826087
"AR152","Lake Village Housing Authority","2022",92.5833333333333,92.5833333333333,0.0833333333333333,0,2361.91666666667,14822.75,39142.6666666667,0.99910071942446,1,17184.6666666667,422.783078307831,0
"AR152","Lake Village Housing Authority","2023",96.1666666666667,96.1666666666667,0,0,3349.41666666667,1860.16666666667,39868.9166666667,1,1,5209.58333333333,414.581455805893,0
"AR152","Lake Village Housing Authority","2024",93.75,93.75,0,0,3811.41666666667,1188.25,44368,1,1,4999.66666666667,473.258666666667,0
"AR152","Lake Village Housing Authority","2025",86.3333333333333,86.3333333333333,0,0,6976,6985.33333333333,44253.3333333333,1,1,13961.3333333333,512.586872586873,0
"AR161","CONWAY COUNTY HOUSING AUTHORITY","2022",219,221.166666666667,30.5,4.58333333333333,142628.166666667,-3503.5,73672.0833333333,0.878807947019868,1.00989345509893,139124.666666667,333.106631499623,0.020723436322532
"AR161","CONWAY COUNTY HOUSING AUTHORITY","2023",228.5,232.166666666667,43.8333333333333,1.08333333333333,165055.166666667,-28696.3333333333,82059.25,0.841183574879227,1.01604668125456,136358.833333333,353.449748743719,0.00466618808327351
"AR161","CONWAY COUNTY HOUSING AUTHORITY","2024",231,234,29.3333333333333,0.0833333333333333,163078.333333333,-27481.3333333333,95680.3333333333,0.888607594936709,1.01298701298701,135597,408.890313390313,0.000356125356125356
"AR161","CONWAY COUNTY HOUSING AUTHORITY","2025",235,231.333333333333,2.33333333333333,0,-97032.6666666667,171299.333333333,115345.666666667,0.990014265335235,0.984397163120567,74266.6666666667,498.612391930836,0
"AR163","Siloam Springs Housing Authority","2022",328,333.833333333333,39.6666666666667,1.5,179054.25,58362.4166666667,133311.583333333,0.893797411869701,1.01778455284553,237416.666666667,399.335746380429,0.00449326010983525
"AR163","Siloam Springs Housing Authority","2023",306.333333333333,308.666666666667,79,1.25,177782.666666667,50518.75,126933.583333333,0.79621668099742,1.0076169749728,228301.416666667,411.231911447084,0.00404967602591793
"AR163","Siloam Springs Housing Authority","2024",310.75,312.75,77.1666666666667,4.66666666666667,178282.166666667,-2993.08333333333,148657,0.802094464629194,1.00643604183427,175289.083333333,475.322142286171,0.0149213962163602
"AR163","Siloam Springs Housing Authority","2025",294,294,48,8,-11653,209444,152191,0.859649122807018,1,197791,517.656462585034,0.0272108843537415
"AR166","Stuttgart Housing Authority","2022",186.583333333333,186.25,22.75,0,49294,30581.25,68858.5,0.891148325358852,0.998213488164359,79875.25,369.710067114094,0
"AR166","Stuttgart Housing Authority","2023",169.583333333333,168,24.5,0,65649.8333333333,7597.75,71715.3333333333,0.872727272727273,0.990663390663391,73247.5833333333,426.876984126984,0
"AR166","Stuttgart Housing Authority","2024",147.333333333333,149.75,19.8333333333333,0.333333333333333,60995.4166666667,11643.4166666667,73466.75,0.883046683046683,1.01640271493213,72638.8333333333,490.595993322204,0.00222593210907067
"AR166","Stuttgart Housing Authority","2025",144.666666666667,147,19.3333333333333,0.333333333333333,-7410.66666666667,7921.66666666667,75979.3333333333,0.88376753507014,1.01612903225806,511,516.866213151927,0.00226757369614512
"AR170","Jacksonville Housing Authority","2022",327.166666666667,330.25,25.4166666666667,11.4166666666667,347631,15908.75,163848.916666667,0.928537956888472,1.00942435048395,363539.75,496.136008074691,0.0345697703759778
"AR170","Jacksonville Housing Authority","2023",372.916666666667,374.583333333333,25.0833333333333,6.41666666666667,422117.583333333,-11471.3333333333,193470.25,0.937239366138449,1.00446927374302,410646.25,516.494549499444,0.0171301446051168
"AR170","Jacksonville Housing Authority","2024",650.166666666667,643.25,12.8333333333333,1.5,597789.166666667,-93391.9166666667,378844.333333333,0.980439476692493,0.98936170212766,504397.25,588.953491384894,0.00233190827827439
"AR170","Jacksonville Housing Authority","2025",647,646.333333333333,24.6666666666667,3.66666666666667,-40728.6666666667,720587.333333333,405305.666666667,0.963238946845504,0.998969603297269,679858.666666667,627.084579680248,0.00567302733367715
"AR175","Housing Authority of the City of Benton, AR","2022",514.916666666667,513.75,44.6666666666667,9.41666666666667,284058.25,42796.5833333333,248009.333333333,0.920011938516639,0.997734261207315,326854.833333333,482.743227899432,0.0183292781832928
"AR175","Housing Authority of the City of Benton, AR","2023",519,519.25,71.25,8.58333333333333,341330.75,63706.8333333333,256647.75,0.879339542760373,1.0004816955684,405037.583333333,494.26624939817,0.0165302519659766
"AR175","Housing Authority of the City of Benton, AR","2024",523.75,532.166666666667,64.75,9.5,342440.833333333,5757.66666666667,289750.583333333,0.891525896970543,1.01607000795545,348198.5,544.473379267147,0.0178515502662073
"AR175","Housing Authority of the City of Benton, AR","2025",555.666666666667,558.666666666667,41,9.33333333333333,-15528.3333333333,334089,326883.333333333,0.931628682601445,1.00539892021596,318560.666666667,585.113365155131,0.0167064439140811
"AR176","Clay County Public Housing Agency","2022",113.166666666667,113.833333333333,2.33333333333333,0,125760.666666667,20098.3333333333,27069.4166666667,0.979913916786227,1.00589101620029,145859,237.798682284041,0
"AR176","Clay County Public Housing Agency","2023",107.75,108.833333333333,1.66666666666667,0,135593.916666667,25592.8333333333,24298,0.984917043740573,1.01005413766435,161186.75,223.258805513017,0
"AR176","Clay County Public Housing Agency","2024",109,110,7.08333333333333,0,143334.666666667,-2966.33333333333,29398.25,0.939501779359431,1.00917431192661,140368.333333333,267.256818181818,0
"AR176","Clay County Public Housing Agency","2025",103,103,0,0,5933,141906.666666667,30503,1,1,147839.666666667,296.145631067961,0
"AR177","Lawrence County Public Housing Agency","2022",309.166666666667,311.25,51.8333333333333,0,501786.333333333,29145.0833333333,98020.6666666667,0.85724122102364,1.00673854447439,530931.416666667,314.925836680054,0
"AR177","Lawrence County Public Housing Agency","2023",327,328.916666666667,51.5833333333333,0,530903,-7651.91666666667,113646.916666667,0.86443276390714,1.00586136595311,523251.083333333,345.518875095009,0
"AR177","Lawrence County Public Housing Agency","2024",315.833333333333,314,42,0.416666666666667,576795,14226.75,121398.166666667,0.882022471910112,0.994195250659631,591021.75,386.618365180467,0.00132696390658174
"AR177","Lawrence County Public Housing Agency","2025",306.666666666667,306.666666666667,22,2.33333333333333,-19150.6666666667,577025.333333333,128417.666666667,0.933062880324544,1,557874.666666667,418.753260869565,0.00760869565217391
"AR181","Fayetteville Housing Authority","2022",573.083333333333,573.416666666667,41.9166666666667,3.33333333333333,152408.083333333,11723.0833333333,242132.416666667,0.931879739978332,1.00058164897484,164131.166666667,422.262607179189,0.00581310855980235
"AR181","Fayetteville Housing Authority","2023",562.333333333333,564.416666666667,48.5,1.41666666666667,448964.083333333,399602.25,276173.583333333,0.92087015635622,1.00370480142264,848566.333333333,489.307987597815,0.00250996604163591
"AR181","Fayetteville Housing Authority","2024",586.333333333333,586.666666666667,25.4166666666667,2.16666666666667,690826.416666667,304533.916666667,360833.583333333,0.958475153165419,1.00056850483229,995360.333333333,615.057244318182,0.00369318181818182
"AR181","Fayetteville Housing Authority","2025",594,592.666666666667,10,7.66666666666667,340916.666666667,672792,390317,0.983407079646018,0.997755331088664,1013708.66666667,658.577615298088,0.0129358830146232
"AR194","Crawford Co. Public Facilties Board","2022",311.083333333333,314,17.75,0,396284.5,37371.0833333333,95315.75,0.946495855312736,1.00937583712832,433655.583333333,303.553343949045,0
"AR194","Crawford Co. Public Facilties Board","2023",297.083333333333,299,32.5833333333333,0,457656.083333333,43251,88826.75,0.901734104046243,1.00645161290323,500907.083333333,297.079431438127,0
"AR194","Crawford Co. Public Facilties Board","2024",290.25,292.083333333333,13.0833333333333,0,454467.083333333,7688.41666666667,97774.6666666667,0.957127252867286,1.00631639391329,462155.5,334.749215406562,0
"AR194","Crawford Co. Public Facilties Board","2025",273.333333333333,274.333333333333,0,0,23607,344877,98783.3333333333,1,1.00365853658537,368484,360.085054678007,0
"AR197","White River Regional Housing Authority","2022",1768.16666666667,1768.16666666667,103.583333333333,0,580132.833333333,195974.083333333,585980.5,0.944659632251458,1,776106.916666667,331.405693279291,0
"AR197","White River Regional Housing Authority","2023",1733,1733,101.416666666667,0,701110,115829.166666667,602123.416666667,0.944714486894108,1,816939.166666667,347.445710713599,0
"AR197","White River Regional Housing Authority","2024",1799.33333333333,1799.41666666667,108.083333333333,0,786053.166666667,25074.9166666667,732999.75,0.943337702053298,1.00004631344943,811128.083333333,407.354096234891,0
"AR197","White River Regional Housing Authority","2025",1747.66666666667,1747.66666666667,36,1,-32847.3333333333,881379.666666667,776609,0.979816856662306,1,848532.333333333,444.369063513256,0.000572191493419798
"AR200","Harrison Housing Authority","2022",440.5,439.75,27.6666666666667,1.66666666666667,140552.5,24444.8333333333,137359.75,0.940809413442681,0.998297389330306,164997.333333333,312.358726549176,0.00379003221527383
"AR200","Harrison Housing Authority","2023",453.833333333333,453.166666666667,54.3333333333333,0,210770.416666667,-30828.5,154822.916666667,0.892939244663383,0.998531031950055,179941.916666667,341.646745126885,0
"AR200","Harrison Housing Authority","2024",458.166666666667,462.833333333333,39.1666666666667,0.666666666666667,164835.333333333,-100732.083333333,183859.5,0.921978751660027,1.010185522008,64103.25,397.247749369824,0.00144040331292762
"AR200","Harrison Housing Authority","2025",411.666666666667,411.333333333333,2.33333333333333,2,-29306,87122.6666666667,166542.333333333,0.994359387590653,0.99919028340081,57816.6666666667,404.884116693679,0.00486223662884927
"AR210","Drew County Public Facilities Board","2022",256.083333333333,256.916666666667,16.0833333333333,0,66173.5,-6800.91666666667,80215.8333333333,0.941086691086691,1.00325414904003,59372.5833333333,312.225105416802,0
"AR210","Drew County Public Facilities Board","2023",262.083333333333,263.083333333333,10.4166666666667,0,97680.8333333333,-1378.08333333333,90332.0833333333,0.961913467397928,1.00381558028617,96302.75,343.359201773836,0
"AR210","Drew County Public Facilities Board","2024",250.833333333333,251.666666666667,10.1666666666667,0,85359.8333333333,22143.8333333333,88845.4166666667,0.961171228516868,1.00332225913621,107503.666666667,353.028145695364,0
"AR210","Drew County Public Facilities Board","2025",247.333333333333,248.333333333333,18.3333333333333,0,18829.3333333333,176745.333333333,88114,0.93125,1.00404312668464,195574.666666667,354.821476510067,0
"AR211","Pope County Public Facilities Board","2022",137.083333333333,138.083333333333,13.9166666666667,0,3416.25,36381,59666.75,0.90844298245614,1.00729483282675,39797.25,432.10681955341,0
"AR211","Pope County Public Facilities Board","2023",151.25,153.166666666667,20.6666666666667,0,9236.33333333333,2736.41666666667,72010.75,0.88111217641419,1.01267217630854,11972.75,470.146354733406,0
"AR211","Pope County Public Facilities Board","2024",155.75,155.75,7,0,9241.58333333333,9258.16666666667,80662.5,0.956989247311828,1,18499.75,517.897271268058,0
"AR211","Pope County Public Facilities Board","2025",146,146,7.33333333333333,0,10709,9246.66666666667,81115.6666666667,0.952173913043478,1,19955.6666666667,555.586757990868,0
"AR213","Mississippi County Public Facilities Board","2022",407.416666666667,405.75,7.41666666666667,2,-21425.75,46486.0833333333,157548.833333333,0.982049213392497,0.995909183882184,25060.3333333333,388.290408708154,0.00492914356130622
"AR213","Mississippi County Public Facilities Board","2023",370.166666666667,370.833333333333,22.8333333333333,3.75,37467,80219.5,142627.833333333,0.941998306519898,1.0018009905448,117686.5,384.614382022472,0.0101123595505618
"AR213","Mississippi County Public Facilities Board","2024",378.916666666667,366.333333333333,37.25,0.75,63130.0833333333,32745.9166666667,142261.666666667,0.907701837703903,0.966791290961073,95876,388.339399454049,0.00204731574158326
"AR213","Mississippi County Public Facilities Board","2025",325.333333333333,343.666666666667,0.666666666666667,0,1632,32349.3333333333,136218,0.998063891577928,1.05635245901639,33981.3333333333,396.366634335596,0
"AR214","Ashley County Housing Authority","2022",183.583333333333,184.166666666667,14,0,-18118.6666666667,14696,51987.0833333333,0.929352396972246,1.00317748524739,-3422.66666666667,282.282805429864,0
"AR214","Ashley County Housing Authority","2023",194,194.166666666667,11.75,0,11625.75,-5857.75,61296.5,0.94293808174828,1.00085910652921,5768,315.690128755365,0
"AR214","Ashley County Housing Authority","2024",194.5,194.916666666667,8.75,0,106269.333333333,-1424.58333333333,66167.5833333333,0.957037643207856,1.00214224507284,104844.75,339.466011115861,0
"AR214","Ashley County Housing Authority","2025",197.333333333333,197.666666666667,3.66666666666667,0,1597.33333333333,162302.666666667,70099,0.981788079470199,1.00168918918919,163900,354.632377740304,0
"AR215","Johnson County Public Housing Agency","2022",142.166666666667,142.333333333333,1.58333333333333,0,36140.8333333333,3280.16666666667,53941,0.988998262883613,1.00117233294256,39421,378.976580796253,0
"AR215","Johnson County Public Housing Agency","2023",145.25,145.333333333333,1,0,57436.6666666667,-95.6666666666667,58974.6666666667,0.993166287015945,1.00057372346529,57341,405.788990825688,0
"AR215","Johnson County Public Housing Agency","2024",151.833333333333,152.416666666667,0,0,80755.6666666667,-6530.08333333333,68093,1,1.00384193194292,74225.5833333333,446.755604155276,0
"AR215","Johnson County Public Housing Agency","2025",149.333333333333,149.666666666667,0,0,1981.33333333333,78920.3333333333,71437.6666666667,1,1.00223214285714,80901.6666666667,477.311804008909,0
"AR223","Phillips County Public Housing Agency","2022",302.666666666667,306.25,21.3333333333333,0,9473,15488.8333333333,115413.416666667,0.934876621724752,1.01183920704846,24961.8333333333,376.860136054422,0
"AR223","Phillips County Public Housing Agency","2023",295.25,298.083333333333,15.25,0,-23176.8333333333,2337,120080.666666667,0.951329787234043,1.00959638724245,-20839.8333333333,402.842605535365,0
"AR223","Phillips County Public Housing Agency","2024",298,301.833333333333,12.0833333333333,0,57726.8333333333,-5210.5,134551.583333333,0.961507831165384,1.01286353467562,52516.3333333333,445.781060187742,0
"AR223","Phillips County Public Housing Agency","2025",290.333333333333,292,5.33333333333333,0,377218.333333333,106775.333333333,132199.666666667,0.982062780269058,1.00574052812859,483993.666666667,452.738584474886,0
